,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,country,league,year,home_team_lname,home_team_sname,away_team_lname,away_team_sname
1066,1,1,2012/2013,17,2012-11-24,1224117,8203,8475,0,1,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,Waasland-Beveren,WAA
1067,1,1,2012/2013,17,2012-11-24,1224118,9998,9994,1,2,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,Sporting Lokeren,LOK
1068,1,1,2012/2013,18,2012-12-01,1224119,8342,8203,1,1,Belgium,Belgium Jupiler League,2012,Club Brugge KV,CLB,KV Mechelen,MEC
1069,1,1,2012/2013,18,2012-12-01,1224120,8635,9984,2,1,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,KSV Cercle Brugge,CEB
1070,1,1,2012/2013,18,2012-12-01,1224121,9986,8571,2,0,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,KV Kortrijk,KOR
1071,1,1,2012/2013,18,2012-12-01,1224122,10000,9993,0,0,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,Beerschot AC,BAC
1072,1,1,2012/2013,18,2012-12-01,1224123,1773,9991,1,1,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,KAA Gent,GEN
1073,1,1,2012/2013,18,2012-12-02,1224124,9994,9987,3,4,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,KRC Genk,GEN
1074,1,1,2012/2013,18,2012-12-01,1224125,9989,9998,0,3,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,RAEC Mons,MON
1075,1,1,2012/2013,18,2012-12-02,1224126,8475,9985,0,2,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,Standard de Liège,STL
1076,1,1,2012/2013,19,2012-12-07,1224127,9985,9986,6,1,Belgium,Belgium Jupiler League,2012,Standard de Liège,STL,Sporting Charleroi,CHA
1077,1,1,2012/2013,19,2012-12-09,1224128,9987,9989,4,1,Belgium,Belgium Jupiler League,2012,KRC Genk,GEN,Lierse SK,LIE
1078,1,1,2012/2013,19,2012-12-08,1224129,9991,8475,0,2,Belgium,Belgium Jupiler League,2012,KAA Gent,GEN,Waasland-Beveren,WAA
1079,1,1,2012/2013,19,2012-12-09,1224130,9993,8342,1,7,Belgium,Belgium Jupiler League,2012,Beerschot AC,BAC,Club Brugge KV,CLB
1080,1,1,2012/2013,19,2012-12-08,1224131,8571,10000,1,2,Belgium,Belgium Jupiler League,2012,KV Kortrijk,KOR,SV Zulte-Waregem,ZUL
1081,1,1,2012/2013,19,2012-12-08,1224132,8203,9994,2,1,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,Sporting Lokeren,LOK
1082,1,1,2012/2013,19,2012-12-08,1224133,9998,8635,0,5,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,RSC Anderlecht,AND
1083,1,1,2012/2013,19,2012-12-08,1224134,9984,1773,1,1,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,Oud-Heverlee Leuven,O-H
1084,1,1,2012/2013,2,2012-08-04,1223991,8635,9993,1,0,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,Beerschot AC,BAC
1085,1,1,2012/2013,2,2012-08-04,1223992,9986,8342,0,1,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,Club Brugge KV,CLB
1086,1,1,2012/2013,2,2012-08-05,1223993,10000,9991,3,1,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,KAA Gent,GEN
1087,1,1,2012/2013,2,2012-08-05,1223994,1773,9987,2,2,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,KRC Genk,GEN
1088,1,1,2012/2013,2,2012-08-04,1223995,9994,9998,2,2,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,RAEC Mons,MON
1089,1,1,2012/2013,2,2012-08-03,1223996,9989,9985,0,0,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,Standard de Liège,STL
1090,1,1,2012/2013,2,2012-08-04,1223997,8475,8203,0,0,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,KV Mechelen,MEC
1091,1,1,2012/2013,2,2012-08-04,1223998,9984,8571,1,2,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,KV Kortrijk,KOR
1092,1,1,2012/2013,20,2012-12-15,1224135,8342,9998,2,0,Belgium,Belgium Jupiler League,2012,Club Brugge KV,CLB,RAEC Mons,MON
1093,1,1,2012/2013,20,2012-12-16,1224136,8635,1773,2,1,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,Oud-Heverlee Leuven,O-H
1094,1,1,2012/2013,20,2012-12-15,1224137,9986,9993,1,0,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,Beerschot AC,BAC
1095,1,1,2012/2013,20,2012-12-16,1224138,10000,9987,3,2,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,KRC Genk,GEN
1096,1,1,2012/2013,20,2012-12-15,1224139,9994,9991,2,2,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,KAA Gent,GEN
1097,1,1,2012/2013,20,2012-12-15,1224140,8203,9985,0,2,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,Standard de Liège,STL
1098,1,1,2012/2013,20,2012-12-15,1224141,9989,9984,1,1,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,KSV Cercle Brugge,CEB
1099,1,1,2012/2013,20,2012-12-15,1224142,8475,8571,1,0,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,KV Kortrijk,KOR
1100,1,1,2012/2013,21,2012-12-23,1224143,9985,8342,1,3,Belgium,Belgium Jupiler League,2012,Standard de Liège,STL,Club Brugge KV,CLB
1101,1,1,2012/2013,21,2012-12-23,1224144,9987,8635,2,4,Belgium,Belgium Jupiler League,2012,KRC Genk,GEN,RSC Anderlecht,AND
1102,1,1,2012/2013,21,2012-12-22,1224145,9991,9986,1,2,Belgium,Belgium Jupiler League,2012,KAA Gent,GEN,Sporting Charleroi,CHA
1103,1,1,2012/2013,21,2012-12-22,1224146,9993,8203,0,2,Belgium,Belgium Jupiler League,2012,Beerschot AC,BAC,KV Mechelen,MEC
1104,1,1,2012/2013,21,2012-12-22,1224147,1773,9989,2,2,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,Lierse SK,LIE
1105,1,1,2012/2013,21,2012-12-21,1224148,8571,9994,2,3,Belgium,Belgium Jupiler League,2012,KV Kortrijk,KOR,Sporting Lokeren,LOK
1106,1,1,2012/2013,21,2012-12-22,1224149,9998,10000,1,1,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,SV Zulte-Waregem,ZUL
1107,1,1,2012/2013,21,2012-12-22,1224150,9984,8475,2,2,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,Waasland-Beveren,WAA
1108,1,1,2012/2013,22,2012-12-26,1224151,8342,8571,0,0,Belgium,Belgium Jupiler League,2012,Club Brugge KV,CLB,KV Kortrijk,KOR
1109,1,1,2012/2013,22,2012-12-27,1224152,8635,9989,4,1,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,Lierse SK,LIE
1110,1,1,2012/2013,22,2012-12-27,1224153,9985,9993,3,0,Belgium,Belgium Jupiler League,2012,Standard de Liège,STL,Beerschot AC,BAC
1111,1,1,2012/2013,22,2012-12-26,1224154,9986,9998,1,2,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,RAEC Mons,MON
1112,1,1,2012/2013,22,2012-12-26,1224155,10000,1773,2,1,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,Oud-Heverlee Leuven,O-H
1113,1,1,2012/2013,22,2012-12-26,1224156,9994,9984,3,0,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,KSV Cercle Brugge,CEB
1114,1,1,2012/2013,22,2012-12-26,1224157,8203,9991,1,0,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,KAA Gent,GEN
1115,1,1,2012/2013,22,2012-12-26,1224158,8475,9987,1,1,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,KRC Genk,GEN
1116,1,1,2012/2013,23,2013-02-27,1224159,8635,10000,0,1,Belgium,Belgium Jupiler League,2013,RSC Anderlecht,AND,SV Zulte-Waregem,ZUL
1117,1,1,2012/2013,23,2013-01-19,1224160,9987,9986,3,1,Belgium,Belgium Jupiler League,2013,KRC Genk,GEN,Sporting Charleroi,CHA
1118,1,1,2012/2013,23,2013-01-19,1224161,9991,9985,0,0,Belgium,Belgium Jupiler League,2013,KAA Gent,GEN,Standard de Liège,STL
1119,1,1,2012/2013,23,2013-01-19,1224162,1773,9994,2,6,Belgium,Belgium Jupiler League,2013,Oud-Heverlee Leuven,O-H,Sporting Lokeren,LOK
1120,1,1,2012/2013,23,2013-01-19,1224163,8571,9993,4,0,Belgium,Belgium Jupiler League,2013,KV Kortrijk,KOR,Beerschot AC,BAC
1121,1,1,2012/2013,23,2013-01-19,1224164,9989,8475,0,0,Belgium,Belgium Jupiler League,2013,Lierse SK,LIE,Waasland-Beveren,WAA
1122,1,1,2012/2013,23,2013-01-19,1224165,9998,8203,2,3,Belgium,Belgium Jupiler League,2013,RAEC Mons,MON,KV Mechelen,MEC
1123,1,1,2012/2013,23,2013-02-28,1224166,9984,8342,0,3,Belgium,Belgium Jupiler League,2013,KSV Cercle Brugge,CEB,Club Brugge KV,CLB
1124,1,1,2012/2013,24,2013-01-27,1224167,8342,9991,0,0,Belgium,Belgium Jupiler League,2013,Club Brugge KV,CLB,KAA Gent,GEN
1125,1,1,2012/2013,24,2013-01-25,1224168,9985,8571,2,0,Belgium,Belgium Jupiler League,2013,Standard de Liège,STL,KV Kortrijk,KOR
1126,1,1,2012/2013,24,2013-01-26,1224169,9993,9998,0,0,Belgium,Belgium Jupiler League,2013,Beerschot AC,BAC,RAEC Mons,MON
1127,1,1,2012/2013,24,2013-02-20,1224170,9986,9984,2,1,Belgium,Belgium Jupiler League,2013,Sporting Charleroi,CHA,KSV Cercle Brugge,CEB
1128,1,1,2012/2013,24,2013-01-26,1224171,10000,9989,2,0,Belgium,Belgium Jupiler League,2013,SV Zulte-Waregem,ZUL,Lierse SK,LIE
1129,1,1,2012/2013,24,2013-01-26,1224172,9994,8635,0,2,Belgium,Belgium Jupiler League,2013,Sporting Lokeren,LOK,RSC Anderlecht,AND
1130,1,1,2012/2013,24,2013-01-26,1224173,8203,9987,2,1,Belgium,Belgium Jupiler League,2013,KV Mechelen,MEC,KRC Genk,GEN
1131,1,1,2012/2013,24,2013-01-26,1224174,8475,1773,2,0,Belgium,Belgium Jupiler League,2013,Waasland-Beveren,WAA,Oud-Heverlee Leuven,O-H
1132,1,1,2012/2013,25,2013-02-03,1224175,8635,9985,2,2,Belgium,Belgium Jupiler League,2013,RSC Anderlecht,AND,Standard de Liège,STL
1133,1,1,2012/2013,25,2013-02-03,1224176,9987,8342,4,1,Belgium,Belgium Jupiler League,2013,KRC Genk,GEN,Club Brugge KV,CLB
1134,1,1,2012/2013,25,2013-02-02,1224177,9991,9993,2,1,Belgium,Belgium Jupiler League,2013,KAA Gent,GEN,Beerschot AC,BAC
1135,1,1,2012/2013,25,2013-02-02,1224178,1773,9986,1,0,Belgium,Belgium Jupiler League,2013,Oud-Heverlee Leuven,O-H,Sporting Charleroi,CHA
1136,1,1,2012/2013,25,2013-02-02,1224179,8571,8203,2,1,Belgium,Belgium Jupiler League,2013,KV Kortrijk,KOR,KV Mechelen,MEC
1137,1,1,2012/2013,25,2013-02-02,1224180,9989,9994,1,1,Belgium,Belgium Jupiler League,2013,Lierse SK,LIE,Sporting Lokeren,LOK
1138,1,1,2012/2013,25,2013-02-02,1224181,9998,8475,3,0,Belgium,Belgium Jupiler League,2013,RAEC Mons,MON,Waasland-Beveren,WAA
1139,1,1,2012/2013,25,2013-02-02,1224182,9984,10000,1,2,Belgium,Belgium Jupiler League,2013,KSV Cercle Brugge,CEB,SV Zulte-Waregem,ZUL
1140,1,1,2012/2013,26,2013-02-09,1224183,8342,1773,3,1,Belgium,Belgium Jupiler League,2013,Club Brugge KV,CLB,Oud-Heverlee Leuven,O-H
1141,1,1,2012/2013,26,2013-02-10,1224184,9985,9998,0,1,Belgium,Belgium Jupiler League,2013,Standard de Liège,STL,RAEC Mons,MON
1142,1,1,2012/2013,26,2013-02-09,1224185,9993,9987,0,2,Belgium,Belgium Jupiler League,2013,Beerschot AC,BAC,KRC Genk,GEN
1143,1,1,2012/2013,26,2013-02-09,1224186,9986,9989,1,0,Belgium,Belgium Jupiler League,2013,Sporting Charleroi,CHA,Lierse SK,LIE
1144,1,1,2012/2013,26,2013-02-09,1224187,9994,10000,1,1,Belgium,Belgium Jupiler League,2013,Sporting Lokeren,LOK,SV Zulte-Waregem,ZUL
1145,1,1,2012/2013,26,2013-02-09,1224188,8571,9991,1,0,Belgium,Belgium Jupiler League,2013,KV Kortrijk,KOR,KAA Gent,GEN
1146,1,1,2012/2013,26,2013-02-09,1224189,8203,9984,2,0,Belgium,Belgium Jupiler League,2013,KV Mechelen,MEC,KSV Cercle Brugge,CEB
1147,1,1,2012/2013,26,2013-02-10,1224190,8475,8635,1,2,Belgium,Belgium Jupiler League,2013,Waasland-Beveren,WAA,RSC Anderlecht,AND
1148,1,1,2012/2013,27,2013-02-15,1224191,8635,9986,2,0,Belgium,Belgium Jupiler League,2013,RSC Anderlecht,AND,Sporting Charleroi,CHA
1149,1,1,2012/2013,27,2013-02-17,1224192,9987,8571,2,0,Belgium,Belgium Jupiler League,2013,KRC Genk,GEN,KV Kortrijk,KOR
1150,1,1,2012/2013,27,2013-02-16,1224193,10000,8475,2,0,Belgium,Belgium Jupiler League,2013,SV Zulte-Waregem,ZUL,Waasland-Beveren,WAA
1151,1,1,2012/2013,27,2013-02-16,1224194,1773,9993,1,1,Belgium,Belgium Jupiler League,2013,Oud-Heverlee Leuven,O-H,Beerschot AC,BAC
1152,1,1,2012/2013,27,2013-02-17,1224195,9994,8342,1,1,Belgium,Belgium Jupiler League,2013,Sporting Lokeren,LOK,Club Brugge KV,CLB
1153,1,1,2012/2013,27,2013-02-16,1224196,9989,8203,0,2,Belgium,Belgium Jupiler League,2013,Lierse SK,LIE,KV Mechelen,MEC
1154,1,1,2012/2013,27,2013-02-16,1224197,9998,9991,0,2,Belgium,Belgium Jupiler League,2013,RAEC Mons,MON,KAA Gent,GEN
1155,1,1,2012/2013,27,2013-02-16,1224198,9984,9985,0,1,Belgium,Belgium Jupiler League,2013,KSV Cercle Brugge,CEB,Standard de Liège,STL
1156,1,1,2012/2013,28,2013-02-24,1224199,8342,8635,2,2,Belgium,Belgium Jupiler League,2013,Club Brugge KV,CLB,RSC Anderlecht,AND
1157,1,1,2012/2013,28,2013-02-24,1224200,9985,9987,0,0,Belgium,Belgium Jupiler League,2013,Standard de Liège,STL,KRC Genk,GEN
1158,1,1,2012/2013,28,2013-02-23,1224201,9991,9984,2,0,Belgium,Belgium Jupiler League,2013,KAA Gent,GEN,KSV Cercle Brugge,CEB
1159,1,1,2012/2013,28,2013-02-23,1224202,9993,9989,1,3,Belgium,Belgium Jupiler League,2013,Beerschot AC,BAC,Lierse SK,LIE
1160,1,1,2012/2013,28,2013-03-03,1224203,9986,10000,0,1,Belgium,Belgium Jupiler League,2013,Sporting Charleroi,CHA,SV Zulte-Waregem,ZUL
1161,1,1,2012/2013,28,2013-02-23,1224204,8571,9998,0,1,Belgium,Belgium Jupiler League,2013,KV Kortrijk,KOR,RAEC Mons,MON
1162,1,1,2012/2013,28,2013-02-23,1224205,8203,1773,1,2,Belgium,Belgium Jupiler League,2013,KV Mechelen,MEC,Oud-Heverlee Leuven,O-H
1163,1,1,2012/2013,28,2013-02-23,1224206,8475,9994,0,0,Belgium,Belgium Jupiler League,2013,Waasland-Beveren,WAA,Sporting Lokeren,LOK
1164,1,1,2012/2013,29,2013-03-09,1224207,8635,8203,1,0,Belgium,Belgium Jupiler League,2013,RSC Anderlecht,AND,KV Mechelen,MEC
1165,1,1,2012/2013,29,2013-03-09,1224208,9987,9991,3,2,Belgium,Belgium Jupiler League,2013,KRC Genk,GEN,KAA Gent,GEN
1166,1,1,2012/2013,29,2013-03-09,1224209,10000,8342,1,2,Belgium,Belgium Jupiler League,2013,SV Zulte-Waregem,ZUL,Club Brugge KV,CLB
1167,1,1,2012/2013,29,2013-03-09,1224210,1773,9985,0,4,Belgium,Belgium Jupiler League,2013,Oud-Heverlee Leuven,O-H,Standard de Liège,STL
1168,1,1,2012/2013,29,2013-03-09,1224211,9994,9986,1,1,Belgium,Belgium Jupiler League,2013,Sporting Lokeren,LOK,Sporting Charleroi,CHA
1169,1,1,2012/2013,29,2013-03-09,1224212,9989,8571,1,0,Belgium,Belgium Jupiler League,2013,Lierse SK,LIE,KV Kortrijk,KOR
1170,1,1,2012/2013,29,2013-03-09,1224213,8475,9993,3,2,Belgium,Belgium Jupiler League,2013,Waasland-Beveren,WAA,Beerschot AC,BAC
1171,1,1,2012/2013,29,2013-03-09,1224214,9984,9998,1,3,Belgium,Belgium Jupiler League,2013,KSV Cercle Brugge,CEB,RAEC Mons,MON
1172,1,1,2012/2013,3,2012-08-10,1223999,9985,8475,3,1,Belgium,Belgium Jupiler League,2012,Standard de Liège,STL,Waasland-Beveren,WAA
1173,1,1,2012/2013,3,2012-08-12,1224000,9987,9994,1,0,Belgium,Belgium Jupiler League,2012,KRC Genk,GEN,Sporting Lokeren,LOK
1174,1,1,2012/2013,3,2012-08-12,1224001,9991,1773,1,1,Belgium,Belgium Jupiler League,2012,KAA Gent,GEN,Oud-Heverlee Leuven,O-H
1175,1,1,2012/2013,3,2012-08-11,1224002,9993,10000,1,1,Belgium,Belgium Jupiler League,2012,Beerschot AC,BAC,SV Zulte-Waregem,ZUL
1176,1,1,2012/2013,3,2012-08-11,1224003,8571,9986,0,1,Belgium,Belgium Jupiler League,2012,KV Kortrijk,KOR,Sporting Charleroi,CHA
1177,1,1,2012/2013,3,2012-08-11,1224004,8203,8342,3,3,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,Club Brugge KV,CLB
1178,1,1,2012/2013,3,2012-08-11,1224005,9998,9989,1,1,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,Lierse SK,LIE
1179,1,1,2012/2013,3,2012-08-12,1224006,9984,8635,0,3,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,RSC Anderlecht,AND
1180,1,1,2012/2013,30,2013-03-16,1224215,8342,9989,3,0,Belgium,Belgium Jupiler League,2013,Club Brugge KV,CLB,Lierse SK,LIE
1181,1,1,2012/2013,30,2013-03-16,1224216,9985,9994,0,2,Belgium,Belgium Jupiler League,2013,Standard de Liège,STL,Sporting Lokeren,LOK
1182,1,1,2012/2013,30,2013-03-16,1224217,9991,8635,1,1,Belgium,Belgium Jupiler League,2013,KAA Gent,GEN,RSC Anderlecht,AND
1183,1,1,2012/2013,30,2013-03-16,1224218,9993,9984,3,1,Belgium,Belgium Jupiler League,2013,Beerschot AC,BAC,KSV Cercle Brugge,CEB
1184,1,1,2012/2013,30,2013-03-16,1224219,9986,8475,3,0,Belgium,Belgium Jupiler League,2013,Sporting Charleroi,CHA,Waasland-Beveren,WAA
1185,1,1,2012/2013,30,2013-03-16,1224220,8571,1773,0,0,Belgium,Belgium Jupiler League,2013,KV Kortrijk,KOR,Oud-Heverlee Leuven,O-H
1186,1,1,2012/2013,30,2013-03-16,1224221,8203,10000,2,3,Belgium,Belgium Jupiler League,2013,KV Mechelen,MEC,SV Zulte-Waregem,ZUL
1187,1,1,2012/2013,30,2013-03-16,1224222,9998,9987,1,5,Belgium,Belgium Jupiler League,2013,RAEC Mons,MON,KRC Genk,GEN
1188,1,1,2012/2013,4,2012-08-18,1224007,8342,9993,3,1,Belgium,Belgium Jupiler League,2012,Club Brugge KV,CLB,Beerschot AC,BAC
1189,1,1,2012/2013,4,2012-08-18,1224008,8635,9998,2,1,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,RAEC Mons,MON
1190,1,1,2012/2013,4,2012-08-19,1224009,9986,9985,2,6,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,Standard de Liège,STL
1191,1,1,2012/2013,4,2012-08-18,1224010,10000,8571,2,0,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,KV Kortrijk,KOR
1192,1,1,2012/2013,4,2012-08-18,1224011,1773,9984,3,2,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,KSV Cercle Brugge,CEB
1193,1,1,2012/2013,4,2012-08-18,1224012,9994,8203,2,1,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,KV Mechelen,MEC
1194,1,1,2012/2013,4,2012-08-18,1224013,9989,9987,1,1,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,KRC Genk,GEN
1195,1,1,2012/2013,4,2012-08-18,1224014,8475,9991,0,2,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,KAA Gent,GEN
1196,1,1,2012/2013,5,2012-08-26,1224015,9985,8203,3,2,Belgium,Belgium Jupiler League,2012,Standard de Liège,STL,KV Mechelen,MEC
1197,1,1,2012/2013,5,2012-08-26,1224016,9987,10000,2,0,Belgium,Belgium Jupiler League,2012,KRC Genk,GEN,SV Zulte-Waregem,ZUL
1198,1,1,2012/2013,5,2012-08-26,1224017,9991,9994,2,1,Belgium,Belgium Jupiler League,2012,KAA Gent,GEN,Sporting Lokeren,LOK
1199,1,1,2012/2013,5,2012-08-25,1224018,9993,9986,2,0,Belgium,Belgium Jupiler League,2012,Beerschot AC,BAC,Sporting Charleroi,CHA
1200,1,1,2012/2013,5,2012-08-25,1224019,1773,8635,1,1,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,RSC Anderlecht,AND
1201,1,1,2012/2013,5,2012-08-25,1224020,8571,8475,2,1,Belgium,Belgium Jupiler League,2012,KV Kortrijk,KOR,Waasland-Beveren,WAA
1202,1,1,2012/2013,5,2012-08-26,1224021,9998,8342,1,3,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,Club Brugge KV,CLB
1203,1,1,2012/2013,5,2012-08-25,1224022,9984,9989,0,3,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,Lierse SK,LIE
1204,1,1,2012/2013,6,2012-09-02,1224023,8342,9985,4,2,Belgium,Belgium Jupiler League,2012,Club Brugge KV,CLB,Standard de Liège,STL
1205,1,1,2012/2013,6,2012-09-02,1224024,8635,9987,2,2,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,KRC Genk,GEN
1206,1,1,2012/2013,6,2012-09-01,1224025,9986,9991,1,1,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,KAA Gent,GEN
1207,1,1,2012/2013,6,2012-09-01,1224026,10000,9998,2,4,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,RAEC Mons,MON
1208,1,1,2012/2013,6,2012-09-02,1224027,9994,8571,0,1,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,KV Kortrijk,KOR
1209,1,1,2012/2013,6,2012-09-01,1224028,8203,9993,0,2,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,Beerschot AC,BAC
1210,1,1,2012/2013,6,2012-09-01,1224029,9989,1773,1,1,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,Oud-Heverlee Leuven,O-H
1211,1,1,2012/2013,6,2012-09-01,1224030,8475,9984,2,0,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,KSV Cercle Brugge,CEB
1212,1,1,2012/2013,7,2012-09-15,1224031,9987,8475,1,1,Belgium,Belgium Jupiler League,2012,KRC Genk,GEN,Waasland-Beveren,WAA
1213,1,1,2012/2013,7,2012-09-15,1224032,9991,8203,0,2,Belgium,Belgium Jupiler League,2012,KAA Gent,GEN,KV Mechelen,MEC
1214,1,1,2012/2013,7,2012-09-16,1224033,9993,9985,3,2,Belgium,Belgium Jupiler League,2012,Beerschot AC,BAC,Standard de Liège,STL
1215,1,1,2012/2013,7,2012-09-15,1224034,1773,10000,0,1,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,SV Zulte-Waregem,ZUL
1216,1,1,2012/2013,7,2012-09-14,1224035,8571,8342,1,1,Belgium,Belgium Jupiler League,2012,KV Kortrijk,KOR,Club Brugge KV,CLB
1217,1,1,2012/2013,7,2012-09-15,1224036,9989,8635,1,1,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,RSC Anderlecht,AND
1218,1,1,2012/2013,7,2012-09-15,1224037,9998,9986,2,3,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,Sporting Charleroi,CHA
1219,1,1,2012/2013,7,2012-09-15,1224038,9984,9994,0,1,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,Sporting Lokeren,LOK
1220,1,1,2012/2013,8,2012-09-23,1224039,8342,9984,4,0,Belgium,Belgium Jupiler League,2012,Club Brugge KV,CLB,KSV Cercle Brugge,CEB
1221,1,1,2012/2013,8,2012-09-21,1224040,9985,9991,1,2,Belgium,Belgium Jupiler League,2012,Standard de Liège,STL,KAA Gent,GEN
1222,1,1,2012/2013,8,2012-09-22,1224041,9993,8571,2,1,Belgium,Belgium Jupiler League,2012,Beerschot AC,BAC,KV Kortrijk,KOR
1223,1,1,2012/2013,8,2012-09-23,1224042,9986,9987,1,2,Belgium,Belgium Jupiler League,2012,Sporting Charleroi,CHA,KRC Genk,GEN
1224,1,1,2012/2013,8,2012-09-22,1224043,10000,8635,2,3,Belgium,Belgium Jupiler League,2012,SV Zulte-Waregem,ZUL,RSC Anderlecht,AND
1225,1,1,2012/2013,8,2012-09-22,1224044,9994,1773,2,2,Belgium,Belgium Jupiler League,2012,Sporting Lokeren,LOK,Oud-Heverlee Leuven,O-H
1226,1,1,2012/2013,8,2012-09-22,1224045,8203,9998,3,0,Belgium,Belgium Jupiler League,2012,KV Mechelen,MEC,RAEC Mons,MON
1227,1,1,2012/2013,8,2012-09-22,1224046,8475,9989,1,1,Belgium,Belgium Jupiler League,2012,Waasland-Beveren,WAA,Lierse SK,LIE
1228,1,1,2012/2013,9,2012-09-29,1224047,8635,9994,3,0,Belgium,Belgium Jupiler League,2012,RSC Anderlecht,AND,Sporting Lokeren,LOK
1229,1,1,2012/2013,9,2012-09-29,1224048,9987,8203,2,1,Belgium,Belgium Jupiler League,2012,KRC Genk,GEN,KV Mechelen,MEC
1230,1,1,2012/2013,9,2012-09-30,1224049,9991,8342,2,2,Belgium,Belgium Jupiler League,2012,KAA Gent,GEN,Club Brugge KV,CLB
1231,1,1,2012/2013,9,2012-09-29,1224050,1773,8475,5,2,Belgium,Belgium Jupiler League,2012,Oud-Heverlee Leuven,O-H,Waasland-Beveren,WAA
1232,1,1,2012/2013,9,2012-09-30,1224051,8571,9985,2,1,Belgium,Belgium Jupiler League,2012,KV Kortrijk,KOR,Standard de Liège,STL
1233,1,1,2012/2013,9,2012-09-29,1224052,9989,10000,1,4,Belgium,Belgium Jupiler League,2012,Lierse SK,LIE,SV Zulte-Waregem,ZUL
1234,1,1,2012/2013,9,2012-09-29,1224053,9998,9993,1,0,Belgium,Belgium Jupiler League,2012,RAEC Mons,MON,Beerschot AC,BAC
1235,1,1,2012/2013,9,2012-09-29,1224054,9984,9986,1,0,Belgium,Belgium Jupiler League,2012,KSV Cercle Brugge,CEB,Sporting Charleroi,CHA
1236,1,1,2013/2014,1,2014-03-29,1677179,8475,9989,2,0,Belgium,Belgium Jupiler League,2014,Waasland-Beveren,WAA,Lierse SK,LIE
